"uid","Employer","JobLocation","RankorTitle","Specialty","Deadline","DatePosted","ApplicationStatus","OpenUntilFilled","JobSubLocation","lon","lat"
147,"Google, Inc.","USA","Analytic Linguistic Project Manager","Morphology;Semantics;Syntax;English ",2016-04-30,2015-10-15,TRUE,TRUE,"California",-104.9834234,39.9224702
148,"Google, Inc.","USA","Junior Linguist","Morphology;Semantics;Syntax;English ",2016-04-30,2015-10-15,TRUE,TRUE,"California",-104.9834234,39.9224702
149,"Université Laval","Canada","Professor Professeur associé","Translation;English;French",2016-01-22,2015-10-15,TRUE,FALSE,"Québec",-104.555701,50.431086
150,"Université Laval","Canada","Associate Professor Professeur associé","Translation;English;French",2016-01-22,2015-10-15,TRUE,FALSE,"Québec",-104.555701,50.431086
151,"University of Rochester","USA","Assistant Professor ","Applied Linguistics;Language Acquisition;English",2015-11-02,2015-10-14,FALSE,FALSE,"New York",-77.3783789,42.938004
152,"University of Minnesota - Twin Cities","USA","Lecturer Lecturer or Senior Lecturer based on qualifications","Applied Linguistics;General Linguistics;Language Acquisition;French ",NA,2015-10-14,TRUE,TRUE,"Minnesota",-93.2330739,44.9753541
153,"University of Minnesota - Twin Cities","USA","Senior Lecturer Lecturer or Senior Lecturer based on qualifications","Applied Linguistics;General Linguistics;Language Acquisition;French ",NA,2015-10-14,TRUE,TRUE,"Minnesota",-93.2330739,44.9753541
154,"West Chester University","USA","Assistant Professor ","Applied Linguistics;General Linguistics;English",2015-11-20,2015-10-14,TRUE,TRUE,"Pennsylvania",-82.4556057,28.0307965
155,"University of Toronto Scarborough","Canada","Assistant Professor ","Psycholinguistics",2015-11-21,2015-10-13,TRUE,TRUE,"Toronto, Ontario",-79.1851273,43.7843628
156,"Nagoya University of Commerce & Business","Japan","Assistant Professor ","Applied Linguistics;Language Acquisition;English",NA,2015-10-13,TRUE,TRUE,"Nisshin-shi, Aichi-ken",136.906398,35.1814464
157,"California State University Long Beach","USA","Assistant Professor ","Applied Linguistics;Language Acquisition;English",2016-04-15,2015-10-13,TRUE,TRUE,"California",-118.1100577,33.7815325
158,"University of Hawai'i","USA","Assistant Professor ","Applied Linguistics;Language Acquisition",NA,2015-10-13,TRUE,TRUE,"Hawaii",-82.4518246,28.0670268
159,"Kobe University","Japan","Lecturer Senninkoshi, Jokyo","Applied Linguistics;General Linguistics;Sociolinguistics;Anthropological Linguistics; English;Japanese",2015-11-16,2015-10-13,FALSE,FALSE,"Kobe, Hyogo",135.1955112,34.690083
160,"Kobe University","Japan","Assistant Professor Senninkoshi, Jokyo","Applied Linguistics;General Linguistics;Sociolinguistics;Anthropological Linguistics; English;Japanese",2015-11-16,2015-10-13,FALSE,FALSE,"Kobe, Hyogo",135.1955112,34.690083
161,"Burlington English","Brazil","Instructor Virtual English Instructor (native speakers only)","Applied Linguistics;Language Acquisition;English",2015-11-13,2015-10-12,TRUE,TRUE,"Sao Paolo",-46.6333094,-23.5505199
162,"Burlington English","Brazil","Teacher Virtual English Instructor (native speakers only)","Applied Linguistics;Language Acquisition;English",2015-11-13,2015-10-12,TRUE,TRUE,"Sao Paolo",-46.6333094,-23.5505199
163,"Burlington English","Brazil","Virtual English Instructor (native speakers only)","Applied Linguistics;Language Acquisition;English",2015-11-13,2015-10-12,TRUE,TRUE,"Sao Paolo",-46.6333094,-23.5505199
164,"Northwestern State University of Louisiana","USA","Asst/Assoc Professor ","Applied Linguistics;Language Acquisition;English",NA,2015-10-12,TRUE,TRUE,"Louisiana",-91.9623327,30.9842977
165,"Pomona College","USA","Assistant Professor ","General Linguistics",2015-11-09,2015-10-12,TRUE,TRUE,"California",-90.3395665,38.7022504
166,"Nanyang Technological University, Singapore","Singapore","Lecturer ","Applied Linguistics;Language Acquisition;Japanese;Korean ",2015-11-11,2015-10-12,FALSE,FALSE,"Singapore",103.8677444,1.3553794
167,"Baylor University","USA","Assistant Professor ","Applied Linguistics;Ling & Literature;Language Acquisition;Spanish ",2015-10-31,2015-10-09,TRUE,TRUE,"Texas",-147.8009743,64.8852156
168,"City University of Hong Kong","Hong Kong","Chair of Department Head of Department","General Linguistics;English",2015-12-15,2015-10-09,TRUE,FALSE,"Hong Kong",114.1720025,22.3374868
169,"Georgetown University","USA","Assistant Professor ","Computational Linguistics",2015-12-01,2015-10-09,FALSE,FALSE,"District of Columbia",-90.2346536,38.6349702
170,"Emory University","USA","Assistant Professor ","Discourse Analysis;Sociolinguistics;Ling & Literature;Anthropological Linguistics; German",2015-12-01,2015-10-09,FALSE,FALSE,"Georgia",-81.0318397,29.2637357
171,"Hope College","USA","Assistant Professor ","Applied Linguistics;Language Acquisition;French",2015-11-02,2015-10-09,FALSE,FALSE,"Michigan",-82.4201836,28.0627642
172,"Artificial Solutions","United Kingdom","Knowledge Engineer, Technical Solutions, Computational Linguist","Computational Linguistics;Morphology;Phonetics;Pragmatics; Semantics;Syntax;Text/Corpus Linguistics;English ",2015-12-31,2015-10-08,TRUE,FALSE,"Berkshire",-1.1853677,51.4669939
173,"Artificial Solutions","United Kingdom","Programmer Knowledge Engineer, Technical Solutions, Computational Linguist","Computational Linguistics;Morphology;Phonetics;Pragmatics; Semantics;Syntax;Text/Corpus Linguistics;English ",2015-12-31,2015-10-08,TRUE,FALSE,"Berkshire",-1.1853677,51.4669939
174,"University of Maryland","USA","Researcher ","Computational Linguistics",2015-10-23,2015-10-08,TRUE,TRUE,"Maryland",-90.3385631,38.6517269
175,"Kyushu University","Japan","Lecturer Visiting Lecturer","Applied Linguistics;General Linguistics;English",2015-11-15,2015-10-08,FALSE,FALSE,"Fukuoka",130.4017155,33.5903547
176,"University of Gothenburg","Sweden","Senior Lecturer ","Applied Linguistics;General Linguistics;English;Swedish ",2015-10-22,2015-10-08,FALSE,FALSE,"Gothenburg",11.9853213,57.6954209
177,"University of Macau","Macau","Associate Professor ","Applied Linguistics;General Linguistics;Language Acquisition;Portuguese ",2015-12-15,2015-10-08,TRUE,TRUE,"Macau",113.5575513,22.1634112
178,"University of Macau","Macau","Full Professor ","Applied Linguistics;General Linguistics;Language Acquisition;Portuguese ",2015-12-15,2015-10-08,TRUE,TRUE,"Macau",113.5575513,22.1634112
179,"University of Macau","Macau","Assistant Professor ","Applied Linguistics;General Linguistics;Language Acquisition;Portuguese ",2015-12-15,2015-10-08,TRUE,TRUE,"Macau",113.5575513,22.1634112
180,"University of Macau","Macau","Full Professor ","General Linguistics;Ling & Literature;Japanese",2015-12-15,2015-10-08,TRUE,TRUE,"Macau",113.5575513,22.1634112
181,"University of Macau","Macau","Assistant Professor ","General Linguistics;Ling & Literature;Japanese",2015-12-15,2015-10-08,TRUE,TRUE,"Macau",113.5575513,22.1634112
182,"University of Macau","Macau","Associate Professor ","General Linguistics;Ling & Literature;Japanese",2015-12-15,2015-10-08,TRUE,TRUE,"Macau",113.5575513,22.1634112
183,"University of Macau","Macau","Associate Professor ","Translation",2015-12-15,2015-10-08,TRUE,TRUE,"Macau",113.5575513,22.1634112
184,"University of Macau","Macau","Full Professor ","Translation",2015-12-15,2015-10-08,TRUE,TRUE,"Macau",113.5575513,22.1634112
185,"Chenope","USA","Researcher Senior Linguist","Computational Linguistics;Text/Corpus Linguistics",2016-01-27,2015-10-08,TRUE,TRUE,NA,-157.7200552,21.3626024
186,"Chenope","USA","Scientist Senior Linguist","Computational Linguistics;Text/Corpus Linguistics",2016-01-27,2015-10-08,TRUE,TRUE,NA,-157.7200552,21.3626024
187,"The University of Hong Kong","Hong Kong","Post Doc ","Discourse Analysis",2015-10-17,2015-10-07,FALSE,FALSE,"Hong Kong Island",114.1352279,22.263521
188,"The University of Alabama","USA","Assistant Professor ","Applied Linguistics;Language Acquisition",2015-10-15,2015-10-07,TRUE,TRUE,"Alabama",-87.4748546,33.1915242
189,"Northeastern University","USA","Associate Professor ","Psycholinguistics;Neurolinguistics;Cognitive Science;Language Acquisition ",2015-11-15,2015-10-07,TRUE,TRUE,"Massachusetts",-71.0895367,42.340075
190,"Northeastern University","USA","Assistant Professor ","Psycholinguistics;Neurolinguistics;Cognitive Science;Language Acquisition ",2015-11-15,2015-10-07,TRUE,TRUE,"Massachusetts",-71.0895367,42.340075
191,"Northeastern University","USA","Full Professor ","Psycholinguistics;Neurolinguistics;Cognitive Science;Language Acquisition ",2015-11-15,2015-10-07,TRUE,TRUE,"Massachusetts",-71.0895367,42.340075
192,"The Pennsylvania State University","USA","Lecturer ","General Linguistics",2016-03-31,2015-10-07,TRUE,TRUE,"Pennsylvania",-77.8600012,40.7933949
193,"The Pennsylvania State University","USA","Assistant Professor ","General Linguistics",2015-11-02,2015-10-07,TRUE,TRUE,"Pennsylvania",-77.8600012,40.7933949
194,"University of California, Los Angeles","USA","Assistant Professor ","General Linguistics;Phonetics;Phonology;Sociolinguistics; Language Acquisition;Bilingualism;Spanish",2015-11-02,2015-10-06,FALSE,FALSE,"California",-118.2534733,34.0533937
195,"UC Irvine","USA","Assistant Professor ","Computational Linguistics;General Linguistics;Psycholinguistics;Neurolinguistics ",2015-11-20,2015-10-06,FALSE,FALSE,"California",-117.8527552,33.6635507
196,"Universität zu Köln","Germany","Lecturer Akad. Rat","Applied Linguistics;General Linguistics;German",2015-11-15,2015-10-06,FALSE,FALSE,"Köln, Nordrhein-Westfalen",6.9308039,50.9259517
197,"Southern Illinois University","USA","Director","Applied Linguistics;Language Acquisition",2015-10-28,2015-10-05,TRUE,TRUE,"Illinois",-89.8405529,38.5183855
198,"The Pennsylvania State University","USA","Post Doc ","Computational Linguistics;Psycholinguistics;Cognitive Science",2016-03-31,2015-10-05,TRUE,TRUE,"Pennsylvania",-77.8600012,40.7933949
199,"University of Pittsburgh","USA","Asst/Assoc Professor ","Applied Linguistics;Morphology;Phonetics;Phonology; Syntax;Language Acquisition",2015-11-13,2015-10-05,TRUE,TRUE,"Pennsylvania",-106.470527,31.785052
200,"California State University, Fresno","USA","Assistant Professor ","Applied Linguistics;General Linguistics;English",2015-11-01,2015-10-05,FALSE,FALSE,"California",-117.370175,34.007748
201,"Emory University","USA","Assistant Professor ","Sociolinguistics;Anthropological Linguistics;Spanish",2015-12-30,2015-10-03,TRUE,FALSE,"Georgia",-81.0318397,29.2637357
202,"Wichita State University","USA","Assistant Professor ","General Linguistics",2015-11-01,2015-10-02,TRUE,TRUE,"Kansas",-105.8735724,39.6964845
203,"Cardiff University","United Kingdom","Lecturer ","Applied Linguistics;General Linguistics;Sociolinguistics",2015-10-25,2015-10-02,FALSE,FALSE,"Cardiff, Wales",-3.1868361,51.4919075
204,"Nuance Communications","Italy","Language Engineer","Computational Linguistics;Morphology;Phonetics;Phonology; Farsi",2015-11-30,2015-10-02,TRUE,TRUE,"Turin",7.6868565,45.070312
205,"Queen Mary University of London","United Kingdom","Lecturer ","Sociolinguistics;Language Acquisition",2015-12-15,2015-10-02,TRUE,FALSE,"London",-0.0591022,51.5169409
206,"Queen Mary University of London","United Kingdom","Lecturer ","Semantics",2015-12-15,2015-10-02,TRUE,FALSE,"London",-0.0591022,51.5169409
207,"Princeton University","USA","Assistant Professor ","General Linguistics;Phonology;Syntax",2015-11-02,2015-10-02,FALSE,FALSE,"New Jersey",-74.6582332,40.3492867
208,"Rutgers, The State University of New Jersey","USA","Assistant Professor ","Applied Linguistics;Translation;Language Acquisition;Bilingualism; Spanish",2015-11-30,2015-10-01,TRUE,TRUE,"New Jersey",-74.4406724,40.5169355
209,"Hebrew University of Jerusalem","Israel","Asst/Assoc Professor ","General Linguistics;Historical Linguistics;Text/Corpus Linguistics;Lexicography; Ling & Literature;Hebrew;Semitic",2015-10-15,2015-10-01,FALSE,FALSE,"Jerusalem",35.197143,31.779299
210,"The University of Delaware","USA","Assistant Professor ","Psycholinguistics;Neurolinguistics",2015-10-18,2015-09-30,TRUE,TRUE,"Delaware",-77.5829719,43.157618
211,"University of Chicago","USA","Program Coordinator","Applied Linguistics",2015-12-31,2015-09-30,TRUE,TRUE,"Illinois",-82.3924269,28.0282578
212,"Rutgers, The State University of New Jersey","USA","Assistant Professor ","Phonology",2016-01-01,2015-09-30,TRUE,TRUE,"New Jersey",-74.4406724,40.5169355
213,"University of Zurich","Switzerland","Post Doc ","Computational Linguistics;General Linguistics;Historical Linguistics;Morphology; Typology",2015-11-30,2015-09-30,FALSE,FALSE,"Zurich",8.5600613,47.3589251
214,"SOAS, University of London","United Kingdom","Lecturer ","Discourse Analysis;General Linguistics;Sociolinguistics;Translation; Language Acquisition;Languages of Asia/Africa;Language Contact;Multilingualism ",2015-11-01,2015-09-30,FALSE,FALSE,"London",-0.128734,51.522162
215,"University of Colorado Boulder","USA","Asst/Assoc Professor ","Applied Linguistics;Computational Linguistics;Psycholinguistics;Neurolinguistics; Cognitive Science",2015-12-31,2015-09-30,TRUE,TRUE,"Colorado",-105.2555329,40.0077396
216,"University of Southern California","USA","Assistant Professor ","Syntax",2015-12-01,2015-09-30,TRUE,TRUE,"California",-85.7659121,38.1999105
217,"University of Nevada, Reno","USA","Assistant Professor ","Applied Linguistics;Language Acquisition;Spanish",2015-11-06,2015-09-29,FALSE,FALSE,"Nevada",-119.8145014,39.5440732
218,"The Pennsylvania State University","USA","Asst/Assoc Professor ","Applied Linguistics;Language Acquisition",2015-11-02,2015-09-29,TRUE,TRUE,"Pennsylvania",-77.8600012,40.7933949
219,"University of Toronto","Canada","Assistant Professor ","General Linguistics;Portuguese",2015-11-09,2015-09-28,FALSE,FALSE,"Toronto, Ontario",-79.3947916,43.659598
220,"Nuance Communications Inc","USA","Researcher Senior Research Engineer - NLU / Speech Recognition","Computational Linguistics",2015-10-31,2015-09-26,FALSE,FALSE,NA,-157.7200552,21.3626024
221,"Syracuse University","USA","Assistant Professor Tentured Track","Phonology",2015-12-07,2015-09-26,FALSE,FALSE,"New York",-147.8628983,64.8432475
222,"The Hong Kong University of Science and Technology","Hong Kong","Director","Applied Linguistics;Language Acquisition",2015-11-02,2015-09-26,TRUE,TRUE,"Hong Kong",114.2715461,22.2917485
223,"Nanyang Technological University, Singapore","Singapore","Assistant Professor ","Applied Linguistics;Discourse Analysis;English",2015-11-15,2015-09-26,FALSE,FALSE,"Singapore",103.8677444,1.3553794
224,"University of California, San Diego","USA","Assistant Professor ","Computational Linguistics;Semantics;Syntax",2015-11-15,2015-09-26,FALSE,FALSE,"California",-117.1798099,32.7391204
225,"University of California Santa Barbara","USA","Assistant Professor ","Phonetics",2015-11-06,2015-09-26,TRUE,TRUE,"California",-117.8082831,33.6858022
226,"National Science Foundation","USA","Behavioral Scientist, Linguistics Program (Program Director)","General Linguistics",2015-10-20,2015-09-25,FALSE,FALSE,"Virginia",-78.6568942,37.4315734
227,"Northwestern University","USA","Asst/Assoc Professor ","Computational Linguistics",2015-11-01,2015-09-24,TRUE,TRUE,"Illinois",-97.7140117,30.2660497
228,"The Hong Kong Institute of Education","Hong Kong","Assistant Professor ","Applied Linguistics;Language Acquisition;Chinese, Mandarin",2016-03-23,2015-09-24,TRUE,TRUE,"New Territories",114.193704,22.466416
229,"University of Utah","USA","Full Professor ","General Linguistics",2015-12-31,2015-09-24,TRUE,TRUE,"Utah",-111.8884532,33.4249307
230,"University of Utah","USA","Chair of Department ","General Linguistics",2015-12-31,2015-09-24,TRUE,TRUE,"Utah",-111.8884532,33.4249307
231,"University of Utah","USA","Associate Professor ","General Linguistics",2015-12-31,2015-09-24,TRUE,TRUE,"Utah",-111.8884532,33.4249307
232,"California State University, Long Beach","USA","Assistant Professor ","Applied Linguistics;General Linguistics;American Sign Language",2016-03-18,2015-09-24,TRUE,TRUE,"California",-118.1100577,33.7815325
233,"University of Groningen","Netherlands","Lecturer ","Computational Linguistics",2015-10-21,2015-09-23,FALSE,FALSE,"Groningen",6.5665018,53.2193835
234,"Yale University","USA","Asst/Assoc Professor ","General Linguistics",2015-11-15,2015-09-22,FALSE,FALSE,"Connecticut",-147.8524686,64.84172
235,"Yale University","USA","Full Professor ","Phonetics;Phonology;Pragmatics;Semantics ",2016-09-01,2015-09-22,TRUE,TRUE,"Connecticut",-147.8524686,64.84172
236,"University of Toronto","Canada","Post Doc ","Psycholinguistics;Language Acquisition",2015-10-15,2015-09-22,TRUE,TRUE,"Toronto/Mississauga",-79.3947916,43.659598
237,"Nanyang Technological University, Singapore","Singapore","Senior Lecturer ","General Linguistics;Translation;Chinese, Mandarin",2015-10-15,2015-09-22,FALSE,FALSE,"Singapore",103.8677444,1.3553794
238,"Nuremberg Institute of Technology Georg Simon Ohm","Germany","Professor ","Applied Linguistics;General Linguistics;English;German ",2015-10-15,2015-09-22,FALSE,FALSE,"Nuremberg, Bavaria",11.07675,49.45203
239,"Sophia University","Japan","Associate Professor ","Applied Linguistics;Phonetics;Phonology;English ",2015-10-08,2015-09-21,FALSE,FALSE,"Tokyo",139.7319925,35.7090259
240,"Sophia University","Japan","Full Professor ","Applied Linguistics;Phonetics;Phonology;English ",2015-10-08,2015-09-21,FALSE,FALSE,"Tokyo",139.7319925,35.7090259
241,"Sophia University","Japan","Asst/Assoc Professor ","Applied Linguistics;General Linguistics;English",2015-10-08,2015-09-21,FALSE,FALSE,"Tokyo",139.7319925,35.7090259
242,"The Hebrew University","Israel","Asst/Assoc Professor ","Discourse Analysis;Text/Corpus Linguistics;Information Structure",2015-10-15,2015-09-21,FALSE,FALSE,"Jerusalem",35.197143,31.779299
